Rok,"BUDOWNICTWO NIEMIESZKANIOWE (DANE KWARTALNE)/Budynki niemieszkalne, zbiorowego zamieszkania oraz domy letnie oddane do użytkowania/I kwartał budynki mieszkalne jednorodzinne nieprzystosowane do stałego zamieszkania (PKOB 1110) ogółem kubatura kubatura","BUDOWNICTWO NIEMIESZKANIOWE (DANE KWARTALNE)/Budynki niemieszkalne, zbiorowego zamieszkania oraz domy letnie oddane do użytkowania/I kwartał budynki mieszkalne jednorodzinne nieprzystosowane do stałego zamieszkania (PKOB 1110) ogółem powierzchnia użytkowa powierzchnia użytkowa"
2019,91.0,26.0
